"Place","Place.Type","Year","Geoid","Max.Month","Measure.Desc.Short","Measure.Type","measure_axis_label","no_definition","Notes","Quantile","rate_label","Strategy","wip_definition","yes_definition","n_missing","Number.of.Records","Rate.Denom","rate_mult","Value.Rate","Illicit opioid overdose deaths","Acute Hepatitis C infections","Deaths (AI/AN)","Deaths (Asian)","Deaths (Black)","Deaths (Hispanic)","Deaths (White nH)","Incarcerated individuals","Drug overdose deaths","Unemployed individuals","Community naloxone reversals","Law Enforcement naloxone reversals","People served by treatment programs","Calls for housing-related services","Children in foster care due to parental substance use","Drug overdose ED visits","Patients receiving buprenorphine","Patients receiving opioid pills","Newborns affected by SU with POSC referral","Community Response Program","Fair Chance Hiring","Housing First","Involvement of People with Lived Experience","Low/No-Cost Sterile Syringe Access","MAT in Jails","MAT Providers","Naloxone Access","Partnerships with CBOs Serving HMPs","Peer Support Specialists","Point Person","Pre-Arrest Diversion","Prescription Dropboxes","START Program","Test Strip Distribution","Uses DHHS Resources"
"McDowell","Counties",2016,37111,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Middle","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,45075,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mecklenburg","Counties",2016,37119,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Lowest","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,1054835,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nash","Counties",2016,37127,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Low","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,94005,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northampton","Counties",2016,37131,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Lowest","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,20000,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Onslow","Counties",2016,37133,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Middle","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,187136,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange","Counties",2016,37135,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Low","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,141796,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pasquotank","Counties",2016,37139,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Low","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,39864,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perquimans","Counties",2016,37143,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Low","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,13335,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitt","Counties",2016,37147,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Middle","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,177220,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Randolph","Counties",2016,37151,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Middle","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,143416,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robeson","Counties",2016,37155,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Middle","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,133235,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rutherford","Counties",2016,37161,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Middle","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,66421,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sampson","Counties",2016,37163,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Low","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,63124,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","Counties",2016,37165,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Middle","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,35244,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyrrell","Counties",2016,37177,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Low","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,4141,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Union","Counties",2016,37179,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Lowest","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,226606,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wake","Counties",2016,37183,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Lowest","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,1046791,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren","Counties",2016,37185,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Lowest","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,19907,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Counties",2016,37187,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Middle","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,12195,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watauga","Counties",2016,37189,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Lowest","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,53922,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wayne","Counties",2016,37191,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Low","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,124150,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson","Counties",2016,37195,12,"Patients receiving buprenorphine","metric","Number of patients",NA,"","Low","% Residents receiving buprenorphine","7) Treatment & Recovery",NA,NA,0,1,81661,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anson","Counties",2017,37007,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,24991,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ashe","Counties",2017,37009,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,26957,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avery","Counties",2017,37011,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,17536,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beaufort","Counties",2017,37013,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,47088,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bertie","Counties",2017,37015,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,19224,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bladen","Counties",2017,37017,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,33478,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Camden","Counties",2017,37029,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,10581,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carteret","Counties",2017,37031,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,68881,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caswell","Counties",2017,37033,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,22646,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chowan","Counties",2017,37041,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,14105,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay","Counties",2017,37043,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,11074,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dare","Counties",2017,37055,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,36099,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davie","Counties",2017,37059,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,42456,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duplin","Counties",2017,37061,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,59039,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Durham","Counties",2017,37063,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,311640,100000,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gates","Counties",2017,37073,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,11544,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granville","Counties",2017,37077,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,59557,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Halifax","Counties",2017,37083,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,51310,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hertford","Counties",2017,37091,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,23906,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoke","Counties",2017,37093,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,54116,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyde","Counties",2017,37095,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Lowest","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,5363,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones","Counties",2017,37103,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,9597,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martin","Counties",2017,37117,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,22789,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mecklenburg","Counties",2017,37119,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Middle","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,1076837,100000,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell","Counties",2017,37121,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,15072,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northampton","Counties",2017,37131,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,19862,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pamlico","Counties",2017,37137,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,12689,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pasquotank","Counties",2017,37139,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,39743,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pender","Counties",2017,37141,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,60958,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perquimans","Counties",2017,37143,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,13474,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Person","Counties",2017,37145,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,39370,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Richmond","Counties",2017,37153,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,44798,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rowan","Counties",2017,37159,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,140644,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotland","Counties",2017,37165,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,35093,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Transylvania","Counties",2017,37175,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,33956,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tyrrell","Counties",2017,37177,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,4052,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren","Counties",2017,37185,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,19883,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington","Counties",2017,37187,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,12012,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watauga","Counties",2017,37189,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,55121,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wayne","Counties",2017,37191,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,124172,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilkes","Counties",2017,37193,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,68576,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yancey","Counties",2017,37199,12,"Newly diagnosed acute Hepatitis C cases","metric","Number of cases",NA,"","Low","Rate per 100,000 residents","4) Harm Reduction",NA,NA,0,1,17744,100000,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chowan","Counties",2017,37041,12,"Children in foster care due to parental substance use disorder","metric","Number of children",NA,"","Lowest","% Children in care due to parental SU","3) Families",NA,NA,0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gates","Counties",2017,37073,12,"Children in foster care due to parental substance use disorder","metric","Number of children",NA,"","Lowest","% Children in care due to parental SU","3) Families",NA,NA,0,1,1,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hertford","Counties",2017,37091,12,"Children in foster care due to parental substance use disorder","metric","Number of children",NA,"","Lowest","% Children in care due to parental SU","3) Families",NA,NA,0,1,4,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
